Sale_ID,Date,Customer_ID,Bike_Model,Price,Quantity,Store_Location,Salesperson_ID,Payment_Method,Customer_Age,Customer_Gender,Total_Sales
5472471,2023-03-20,5472471,KTM 390 Adventure,340489.25,1,Bangalore,1011,Credit Card,38,Male,340489.25
6954878,2023-03-20,6954878,KTM 390 Adventure,358643.47,1,Ahmedabad,1007,Credit Card,51,Male,358643.47
4060465,2023-03-21,4060465,KTM 390 Adventure,367387.12,1,Chennai,1001,UPI,25,Male,367387.12
2030120,2023-03-21,2030120,KTM 390 Adventure,333617.86,2,Mumbai,1011,Credit Card,32,Female,667235.72
5289639,2023-03-21,5289639,KTM 390 Adventure,344139.85,1,Mumbai,1002,UPI,38,Male,344139.85
6959776,2023-03-22,6959776,KTM 390 Adventure,322920.05,3,Pune,1005,UPI,25,Male,968760.15
6692796,2023-03-24,6692796,KTM 390 Adventure,323798.34,1,Mumbai,1006,UPI,41,Male,323798.34
5909776,2023-03-24,5909776,KTM 390 Adventure,343310.75,1,Mumbai,1020,Finance,36,Female,343310.75
9051090,2023-03-25,9051090,KTM 390 Adventure,334551.24,1,Mumbai,1017,Cash,33,Male,334551.24
3377935,2023-03-28,3377935,KTM 390 Adventure,342729.03,1,Ahmedabad,1013,UPI,37,Female,342729.03
3891912,2023-03-30,3891912,KTM 390 Adventure,349447.39,1,Nagpur,1014,UPI,40,Female,349447.39
2829553,2023-03-30,2829553,KTM 390 Adventure,363248.19,1,Delhi,1017,Finance,39,Male,363248.19
4336640,2023-03-31,4336640,KTM 390 Adventure,369861.55,1,Indore,1011,UPI,55,Male,369861.55
2883376,2023-04-01,2883376,KTM 390 Adventure,362753.75,1,Ahmedabad,1018,UPI,34,Female,362753.75
8127583,2023-04-02,8127583,KTM 390 Adventure,332738.61,1,Pimpri-Chinchwad,1020,Credit Card,25,Male,332738.61
6268961,2023-04-02,6268961,KTM 390 Adventure,356614.51,1,Pune,1018,Cash,51,Male,356614.51
3827364,2023-04-02,3827364,KTM 390 Adventure,329054.91,3,Indore,1008,Credit Card,32,Male,987164.73
9318849,2023-04-02,9318849,KTM 390 Adventure,363720.75,1,Mumbai,1009,UPI,36,Male,363720.75
6718365,2023-04-05,6718365,KTM 390 Adventure,353206.23,2,Mumbai,1004,Debit Card,41,Male,706412.46
2855567,2023-04-06,2855567,KTM 390 Adventure,342184.03,1,Delhi,1015,UPI,36,Male,342184.03
9743662,2023-04-06,9743662,KTM 390 Adventure,369216.49,3,Pune,1006,Credit Card,41,Male,1107649.47
2414447,2023-04-07,2414447,KTM 390 Adventure,353521.55,2,Delhi,1014,UPI,38,Male,707043.1
1387688,2023-04-08,1387688,KTM 390 Adventure,349087.54,1,Jaipur,1018,Credit Card,43,Male,349087.54
7888260,2023-04-08,7888260,KTM 390 Adventure,326853.64,2,Bangalore,1005,Debit Card,37,Female,653707.28
6420712,2023-04-09,6420712,KTM 390 Adventure,323779.2,1,Hyderabad,1002,Credit Card,34,Male,323779.2
2357453,2023-04-09,2357453,KTM 390 Adventure,317010.53,1,Pune,1001,Credit Card,27,Male,317010.53
5767348,2023-04-09,5767348,KTM 390 Adventure,319976.46,3,Mumbai,1010,UPI,38,Male,959929.38
3791671,2023-04-11,3791671,KTM 390 Adventure,330857.54,1,Hyderabad,1020,UPI,38,Male,330857.54
3454082,2023-04-11,3454082,KTM 390 Adventure,352735.21,1,Bangalore,1006,Finance,33,Male,352735.21
9278499,2023-04-11,9278499,KTM 390 Adventure,361823.44,1,Mumbai,1016,Cash,46,Male,361823.44
1749045,2023-04-12,1749045,KTM 390 Adventure,364802.13,2,Mumbai,1019,Debit Card,43,Male,729604.26
1421240,2023-04-13,1421240,KTM 390 Adventure,343254.59,1,Delhi,1009,Credit Card,34,Female,343254.59
1304543,2023-04-14,1304543,KTM 390 Adventure,292271.38,1,Ahmedabad,1015,Debit Card,35,Male,292271.38
6954632,2023-04-14,6954632,KTM 390 Adventure,302612.83,1,Indore,1010,Credit Card,55,Male,302612.83
4303457,2023-04-16,4303457,KTM 390 Adventure,348515.32,1,Pimpri-Chinchwad,1010,Credit Card,55,Male,348515.32
1909210,2023-04-17,1909210,KTM 390 Adventure,355675.4,1,Delhi,1018,UPI,43,Male,355675.4
7184546,2023-04-17,7184546,KTM 390 Adventure,343977.64,1,Nagpur,1003,Credit Card,36,Male,343977.64
4380795,2023-04-17,4380795,KTM 390 Adventure,376961.97,1,Mumbai,1001,Debit Card,34,Male,376961.97
2577586,2023-04-17,2577586,KTM 390 Adventure,326393.33,1,Hyderabad,1001,UPI,40,Male,326393.33
9945326,2023-04-17,9945326,KTM 390 Adventure,346768.04,1,Bangalore,1006,UPI,39,Male,346768.04
4885250,2023-04-18,4885250,KTM 390 Adventure,348094.38,1,Mumbai,1010,UPI,32,Male,348094.38
5327802,2023-04-20,5327802,KTM 390 Adventure,366400.13,1,Chennai,1011,UPI,51,Male,366400.13
4912669,2023-04-20,4912669,KTM 390 Adventure,358039.32,1,Mumbai,1004,UPI,54,Male,358039.32
4289986,2023-04-23,4289986,KTM 390 Adventure,325826.83,1,Pune,1010,UPI,28,Male,325826.83
6248794,2023-04-26,6248794,KTM 390 Adventure,313275.85,1,Indore,1016,UPI,42,Male,313275.85
8534504,2023-04-27,8534504,KTM 390 Adventure,342887.49,2,Pune,1010,UPI,34,Male,685774.98
1233725,2023-04-28,1233725,KTM 390 Adventure,345674.64,2,Bangalore,1018,Cash,39,Male,691349.28
7878974,2023-04-28,7878974,KTM 390 Adventure,352960.11,1,Indore,1016,Credit Card,33,Male,352960.11
5262563,2023-04-29,5262563,KTM 390 Adventure,315164.16,2,Indore,1005,Cash,40,Male,630328.32
4782700,2023-05-01,4782700,KTM 390 Adventure,337606.68,1,Jaipur,1002,Credit Card,47,Male,337606.68
1558745,2023-05-01,1558745,KTM 390 Adventure,368770.63,1,Nagpur,1010,Finance,39,Male,368770.63
3892970,2023-05-01,3892970,KTM 390 Adventure,370776.31,1,Pimpri-Chinchwad,1014,UPI,31,Male,370776.31
4390919,2023-05-01,4390919,KTM 390 Adventure,349764.06,1,Pimpri-Chinchwad,1010,Cash,51,Male,349764.06
6579123,2023-05-01,6579123,KTM 390 Adventure,333805.14,1,Hyderabad,1008,Credit Card,32,Male,333805.14
1519676,2023-05-02,1519676,KTM 390 Adventure,352556.56,2,Mumbai,1017,Credit Card,38,Male,705113.12
1902473,2023-05-02,1902473,KTM 390 Adventure,351032.76,1,Bangalore,1007,UPI,45,Male,351032.76
2207068,2023-05-02,2207068,KTM 390 Adventure,350047.51,1,Chennai,1010,Finance,46,Male,350047.51
5107834,2023-05-04,5107834,KTM 390 Adventure,350994.74,3,Jaipur,1005,Credit Card,40,Female,1052984.22
4395049,2023-05-04,4395049,KTM 390 Adventure,361927.77,1,Delhi,1011,UPI,33,Male,361927.77
2465088,2023-05-05,2465088,KTM 390 Adventure,349550.68,1,Mumbai,1016,Debit Card,33,Male,349550.68
7080526,2023-05-05,7080526,KTM 390 Adventure,348077.45,1,Nagpur,1020,Debit Card,37,Female,348077.45
6868518,2023-05-05,6868518,KTM 390 Adventure,344461.55,2,Indore,1015,Credit Card,36,Male,688923.1
2358454,2023-05-05,2358454,KTM 390 Adventure,334753.5,1,Hyderabad,1004,Credit Card,28,Male,334753.5
6133381,2023-05-07,6133381,KTM 390 Adventure,333493.54,2,Nagpur,1014,UPI,25,Male,666987.08
1401072,2023-05-07,1401072,KTM 390 Adventure,339256.32,1,Nagpur,1019,Credit Card,25,Male,339256.32
9344854,2023-05-08,9344854,KTM 390 Adventure,330951.16,1,Hyderabad,1011,Cash,53,Male,330951.16
5463158,2023-05-08,5463158,KTM 390 Adventure,325534.4,1,Ahmedabad,1020,Credit Card,41,Male,325534.4
1092447,2023-05-09,1092447,KTM 390 Adventure,313816.95,1,Delhi,1009,Finance,30,Male,313816.95
8110953,2023-05-10,8110953,KTM 390 Adventure,348982.11,2,Indore,1008,Credit Card,48,Male,697964.22
9523019,2023-05-10,9523019,KTM 390 Adventure,337078.54,1,Pune,1020,Debit Card,39,Male,337078.54
8104527,2023-05-10,8104527,KTM 390 Adventure,358149.9,1,Jaipur,1003,UPI,31,Female,358149.9
1164053,2023-05-10,1164053,KTM 390 Adventure,343419.83,1,Pune,1011,Cash,31,Male,343419.83
4357679,2023-05-11,4357679,KTM 390 Adventure,368317.78,1,Bangalore,1012,UPI,29,Male,368317.78
2417231,2023-05-12,2417231,KTM 390 Adventure,340131.41,1,Mumbai,1003,Credit Card,48,Male,340131.41
7243383,2023-05-13,7243383,KTM 390 Adventure,321015.69,1,Jaipur,1013,Credit Card,30,Male,321015.69
6686321,2023-05-13,6686321,KTM 390 Adventure,365073.25,1,Pimpri-Chinchwad,1015,UPI,38,Female,365073.25
9478748,2023-05-14,9478748,KTM 390 Adventure,352058.53,1,Hyderabad,1010,Credit Card,36,Male,352058.53
1341207,2023-05-14,1341207,KTM 390 Adventure,350811.31,3,Hyderabad,1016,Cash,32,Male,1052433.93
5266399,2023-05-14,5266399,KTM 390 Adventure,323622.24,1,Jaipur,1019,UPI,35,Male,323622.24
4850241,2023-05-17,4850241,KTM 390 Adventure,330349.82,1,Delhi,1016,UPI,35,Male,330349.82
6417755,2023-05-17,6417755,KTM 390 Adventure,357206.45,2,Pune,1016,Credit Card,34,Male,714412.9
6898885,2023-05-17,6898885,KTM 390 Adventure,331834.76,1,Pune,1006,Cash,39,Male,331834.76
1015141,2023-05-17,1015141,KTM 390 Adventure,306342.21,1,Nagpur,1004,UPI,35,Male,306342.21
6113050,2023-05-18,6113050,KTM 390 Adventure,325278.13,1,Bangalore,1013,Cash,37,Male,325278.13
2027557,2023-05-18,2027557,KTM 390 Adventure,353174.18,1,Pune,1011,Debit Card,35,Male,353174.18
6418626,2023-05-18,6418626,KTM 390 Adventure,305886.67,2,Pimpri-Chinchwad,1004,Cash,39,Male,611773.34
7240327,2023-05-19,7240327,KTM 390 Adventure,357878.84,1,Indore,1007,Cash,55,Male,357878.84
2498447,2023-05-21,2498447,KTM 390 Adventure,361490.2,1,Mumbai,1018,UPI,38,Female,361490.2
8003621,2023-05-21,8003621,KTM 390 Adventure,347482.6,1,Lucknow,1003,Credit Card,39,Male,347482.6
1318408,2023-05-21,1318408,KTM 390 Adventure,341161.99,1,Bangalore,1003,Credit Card,55,Male,341161.99
1865144,2023-05-22,1865144,KTM 390 Adventure,324838.89,1,Bangalore,1004,Debit Card,25,Female,324838.89
4375957,2023-05-23,4375957,KTM 390 Adventure,326998.55,1,Bangalore,1007,Credit Card,35,Male,326998.55
1192512,2023-05-23,1192512,KTM 390 Adventure,362247.12,1,Bangalore,1016,Debit Card,34,Male,362247.12
5225872,2023-05-24,5225872,KTM 390 Adventure,313925.31,1,Delhi,1003,Cash,32,Male,313925.31
9066513,2023-05-24,9066513,KTM 390 Adventure,340943.07,1,Nagpur,1002,Finance,34,Male,340943.07
8831038,2023-05-24,8831038,KTM 390 Adventure,351495.09,1,Indore,1016,Debit Card,39,Male,351495.09
6996522,2023-05-24,6996522,KTM 390 Adventure,329178.01,1,Pimpri-Chinchwad,1006,Cash,31,Male,329178.01
2681641,2023-05-25,2681641,KTM 390 Adventure,339914.42,1,Jaipur,1016,Credit Card,31,Male,339914.42
9637873,2023-05-25,9637873,KTM 390 Adventure,322909.49,1,Ahmedabad,1012,Debit Card,34,Male,322909.49
8536968,2023-05-25,8536968,KTM 390 Adventure,348874.39,1,Ahmedabad,1018,Credit Card,52,Male,348874.39
4341861,2023-05-25,4341861,KTM 390 Adventure,339645.08,1,Chennai,1018,Debit Card,25,Male,339645.08
6072148,2023-05-25,6072148,KTM 390 Adventure,361262.09,1,Chennai,1006,Credit Card,43,Male,361262.09
9437534,2023-05-25,9437534,KTM 390 Adventure,366435.04,1,Pune,1013,UPI,45,Male,366435.04
5422880,2023-05-26,5422880,KTM 390 Adventure,360879.21,1,Delhi,1011,UPI,35,Female,360879.21
4138102,2023-05-26,4138102,KTM 390 Adventure,348483.63,1,Delhi,1004,UPI,27,Male,348483.63
2872154,2023-05-27,2872154,KTM 390 Adventure,370188.93,1,Jaipur,1006,Credit Card,38,Male,370188.93
9194253,2023-05-28,9194253,KTM 390 Adventure,368058.57,1,Mumbai,1016,Cash,49,Male,368058.57
8196042,2023-05-29,8196042,KTM 390 Adventure,332058.96,1,Delhi,1017,UPI,28,Male,332058.96
3082963,2023-05-30,3082963,KTM 390 Adventure,350790.66,1,Pimpri-Chinchwad,1013,Cash,52,Male,350790.66
2742166,2023-05-31,2742166,KTM 390 Adventure,337021.51,1,Hyderabad,1001,Credit Card,25,Male,337021.51
8269122,2023-06-01,8269122,KTM 390 Adventure,340700.63,1,Delhi,1004,Credit Card,35,Male,340700.63
4003337,2023-06-01,4003337,KTM 390 Adventure,353866.69,3,Delhi,1004,Credit Card,36,Male,1061600.07
3095637,2023-06-02,3095637,KTM 390 Adventure,353456.92,1,Delhi,1019,UPI,27,Female,353456.92
7825687,2023-06-03,7825687,KTM 390 Adventure,298906.84,1,Pune,1007,Cash,45,Male,298906.84
9043846,2023-06-04,9043846,KTM 390 Adventure,359268.11,1,Bangalore,1017,UPI,35,Male,359268.11
1376924,2023-06-05,1376924,KTM 390 Adventure,332879.8,1,Mumbai,1015,Credit Card,42,Male,332879.8
9171548,2023-06-05,9171548,KTM 390 Adventure,285404.31,3,Chennai,1012,Credit Card,37,Male,856212.93
6385201,2023-06-05,6385201,KTM 390 Adventure,364730.25,1,Chennai,1012,Credit Card,27,Male,364730.25
8594378,2023-06-05,8594378,KTM 390 Adventure,327348.6,1,Delhi,1016,Cash,55,Male,327348.6
6655378,2023-06-07,6655378,KTM 390 Adventure,354730.55,2,Chennai,1017,UPI,27,Female,709461.1
9482084,2023-06-07,9482084,KTM 390 Adventure,373716.98,1,Mumbai,1014,UPI,36,Male,373716.98
5289361,2023-06-07,5289361,KTM 390 Adventure,377008.55,1,Pimpri-Chinchwad,1010,Credit Card,34,Female,377008.55
4486669,2023-06-08,4486669,KTM 390 Adventure,332201.99,1,Bangalore,1011,Credit Card,29,Male,332201.99
7423827,2023-06-08,7423827,KTM 390 Adventure,358366.43,1,Mumbai,1014,Debit Card,38,Male,358366.43
4503157,2023-06-08,4503157,KTM 390 Adventure,344780.09,1,Nagpur,1002,UPI,43,Male,344780.09
5790287,2023-06-08,5790287,KTM 390 Adventure,355153.49,2,Indore,1015,Credit Card,25,Male,710306.98
3535232,2023-06-09,3535232,KTM 390 Adventure,371167.74,1,Ahmedabad,1011,Cash,39,Male,371167.74
9388817,2023-06-09,9388817,KTM 390 Adventure,368453.67,1,Mumbai,1019,Credit Card,52,Male,368453.67
2900057,2023-06-09,2900057,KTM 390 Adventure,335224.75,1,Mumbai,1003,UPI,27,Male,335224.75
8660064,2023-06-10,8660064,KTM 390 Adventure,331161.07,2,Delhi,1010,Finance,28,Male,662322.14
3256356,2023-06-10,3256356,KTM 390 Adventure,307420.4,2,Chennai,1003,UPI,55,Male,614840.8
6831759,2023-06-11,6831759,KTM 390 Adventure,355362.18,1,Indore,1009,UPI,29,Male,355362.18
8430747,2023-06-11,8430747,KTM 390 Adventure,330824.48,1,Mumbai,1005,UPI,25,Male,330824.48
9299141,2023-06-11,9299141,KTM 390 Adventure,323314.28,1,Bangalore,1019,Credit Card,33,Male,323314.28
7387958,2023-06-12,7387958,KTM 390 Adventure,335983.06,1,Hyderabad,1010,UPI,47,Male,335983.06
7473049,2023-06-12,7473049,KTM 390 Adventure,352971.29,1,Mumbai,1004,UPI,41,Female,352971.29
8355740,2023-06-12,8355740,KTM 390 Adventure,326553.71,1,Indore,1014,UPI,32,Male,326553.71
1758795,2023-06-12,1758795,KTM 390 Adventure,348160.38,2,Pimpri-Chinchwad,1020,UPI,40,Female,696320.76
6338744,2023-06-12,6338744,KTM 390 Adventure,361483.89,1,Mumbai,1007,UPI,40,Male,361483.89
3323176,2023-06-12,3323176,KTM 390 Adventure,304610.35,1,Indore,1007,Cash,42,Male,304610.35
5673584,2023-06-13,5673584,KTM 390 Adventure,335226.23,1,Pimpri-Chinchwad,1012,UPI,28,Male,335226.23
1984588,2023-06-13,1984588,KTM 390 Adventure,339843.98,3,Hyderabad,1019,Cash,35,Male,1019531.94
9802907,2023-06-14,9802907,KTM 390 Adventure,359916.92,1,Pimpri-Chinchwad,1002,UPI,26,Male,359916.92
1257354,2023-06-15,1257354,KTM 390 Adventure,336630.83,1,Delhi,1012,UPI,35,Male,336630.83
8776604,2023-06-16,8776604,KTM 390 Adventure,337936.65,1,Indore,1011,Credit Card,37,Male,337936.65
3788363,2023-06-16,3788363,KTM 390 Adventure,355648.06,1,Chennai,1017,Debit Card,31,Male,355648.06
8667857,2023-06-17,8667857,KTM 390 Adventure,351551.49,1,Pune,1005,Credit Card,29,Male,351551.49
8587768,2023-06-17,8587768,KTM 390 Adventure,344184.57,2,Chennai,1020,Cash,36,Male,688369.14
4890702,2023-06-18,4890702,KTM 390 Adventure,321848.77,1,Pune,1001,UPI,37,Male,321848.77
3173513,2023-06-19,3173513,KTM 390 Adventure,324170.48,1,Indore,1007,UPI,39,Male,324170.48
3148815,2023-06-19,3148815,KTM 390 Adventure,317888.01,1,Delhi,1004,Cash,31,Female,317888.01
3235883,2023-06-19,3235883,KTM 390 Adventure,337546.46,1,Chennai,1015,UPI,48,Male,337546.46
5675519,2023-06-20,5675519,KTM 390 Adventure,341657.94,1,Mumbai,1020,UPI,33,Male,341657.94
5784808,2023-06-20,5784808,KTM 390 Adventure,346830.81,1,Bangalore,1007,Credit Card,26,Male,346830.81
9533879,2023-06-21,9533879,KTM 390 Adventure,353799.68,1,Indore,1002,UPI,43,Male,353799.68
4077026,2023-06-21,4077026,KTM 390 Adventure,351292.62,2,Bangalore,1003,Debit Card,31,Male,702585.24
7115762,2023-06-21,7115762,KTM 390 Adventure,343655.33,1,Bangalore,1019,Cash,42,Male,343655.33
3979845,2023-06-22,3979845,KTM 390 Adventure,351178.63,2,Mumbai,1011,Credit Card,34,Male,702357.26
4099555,2023-06-22,4099555,KTM 390 Adventure,361966.51,2,Ahmedabad,1008,UPI,39,Male,723933.02
3250397,2023-06-22,3250397,KTM 390 Adventure,337474.68,2,Delhi,1007,Credit Card,39,Male,674949.36
7721308,2023-06-24,7721308,KTM 390 Adventure,331209.02,1,Delhi,1020,UPI,42,Male,331209.02
6720626,2023-06-24,6720626,KTM 390 Adventure,320588.3,1,Hyderabad,1019,UPI,26,Female,320588.3
6615829,2023-06-24,6615829,KTM 390 Adventure,383626.72,1,Indore,1009,UPI,42,Male,383626.72
2435367,2023-06-25,2435367,KTM 390 Adventure,340765.94,1,Mumbai,1020,UPI,31,Male,340765.94
2964724,2023-06-25,2964724,KTM 390 Adventure,350270.17,1,Pune,1006,Credit Card,45,Female,350270.17
3955227,2023-06-25,3955227,KTM 390 Adventure,307849.5,1,Mumbai,1001,Cash,36,Female,307849.5
2725690,2023-06-26,2725690,KTM 390 Adventure,365429.93,1,Delhi,1014,Credit Card,41,Male,365429.93
2777850,2023-06-26,2777850,KTM 390 Adventure,330076.99,1,Delhi,1013,Finance,36,Male,330076.99
1944353,2023-06-26,1944353,KTM 390 Adventure,325411.44,1,Indore,1013,Credit Card,32,Male,325411.44
1597897,2023-06-27,1597897,KTM 390 Adventure,352984.69,1,Pune,1017,Cash,39,Male,352984.69
1603151,2023-06-28,1603151,KTM 390 Adventure,338043.23,1,Pimpri-Chinchwad,1003,Credit Card,50,Male,338043.23
3790373,2023-06-28,3790373,KTM 390 Adventure,307906.39,1,Delhi,1011,UPI,27,Male,307906.39
7908531,2023-06-28,7908531,KTM 390 Adventure,339123.5,1,Bangalore,1013,Credit Card,37,Male,339123.5
7354986,2023-06-28,7354986,KTM 390 Adventure,322814.77,2,Pimpri-Chinchwad,1013,Cash,31,Male,645629.54
2035891,2023-06-29,2035891,KTM 390 Adventure,329175.83,1,Pimpri-Chinchwad,1002,Cash,41,Male,329175.83
4368737,2023-06-29,4368737,KTM 390 Adventure,338189.83,1,Delhi,1010,UPI,41,Male,338189.83
5625678,2023-06-30,5625678,KTM 390 Adventure,358138.38,2,Pune,1010,Debit Card,25,Male,716276.76
2923298,2023-07-01,2923298,KTM 390 Adventure,325440.07,2,Mumbai,1014,UPI,47,Male,650880.14
5652124,2023-07-01,5652124,KTM 390 Adventure,369838.99,1,Pune,1004,Credit Card,29,Male,369838.99
5036405,2023-07-01,5036405,KTM 390 Adventure,360741.95,1,Mumbai,1016,UPI,36,Female,360741.95
4596436,2023-07-02,4596436,KTM 390 Adventure,310631.85,2,Jaipur,1015,UPI,41,Male,621263.7
4415871,2023-07-02,4415871,KTM 390 Adventure,336015.49,1,Nagpur,1002,UPI,38,Male,336015.49
2092501,2023-07-02,2092501,KTM 390 Adventure,340584.2,1,Lucknow,1014,Credit Card,33,Male,340584.2
1770044,2023-07-03,1770044,KTM 390 Adventure,337487.14,1,Bangalore,1019,Credit Card,39,Male,337487.14
6254224,2023-07-03,6254224,KTM 390 Adventure,329386.84,3,Delhi,1004,Finance,41,Female,988160.52
1649150,2023-07-04,1649150,KTM 390 Adventure,380923.65,2,Bangalore,1014,Credit Card,27,Male,761847.3
7282827,2023-07-04,7282827,KTM 390 Adventure,355071.88,1,Pimpri-Chinchwad,1001,UPI,25,Male,355071.88
3338377,2023-07-04,3338377,KTM 390 Adventure,368278.15,2,Pune,1017,Cash,51,Male,736556.3
2650224,2023-07-04,2650224,KTM 390 Adventure,332294.38,1,Mumbai,1018,UPI,44,Male,332294.38
6495179,2023-07-05,6495179,KTM 390 Adventure,316407.75,1,Indore,1013,Credit Card,27,Male,316407.75
4643488,2023-07-05,4643488,KTM 390 Adventure,314753.3,1,Hyderabad,1003,UPI,53,Male,314753.3
4358509,2023-07-05,4358509,KTM 390 Adventure,333519.14,1,Delhi,1019,Credit Card,38,Male,333519.14
3652808,2023-07-05,3652808,KTM 390 Adventure,323345.16,1,Delhi,1008,Credit Card,48,Male,323345.16
